# agents,data_points,scores
0.000000000000000000e+00,1.900000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.900000000000000000e+01,-1.000000000000000000e+00
2.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,1.900000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,4.800000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.800000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,4.800000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,4.800000000000000000e+01,nan
4.000000000000000000e+00,4.800000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.700000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,6.700000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,6.700000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,6.700000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,6.700000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.400000000000000000e+01,nan
1.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,1.400000000000000000e+01,nan
3.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.710000000000000000e+02,nan
1.000000000000000000e+00,1.710000000000000000e+02,1.000000000000000000e+00
2.000000000000000000e+00,1.710000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+00,1.710000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,1.710000000000000000e+02,nan
0.000000000000000000e+00,1.020000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.020000000000000000e+02,-1.000000000000000000e+00
2.000000000000000000e+00,1.020000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+00,1.020000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,1.020000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,1.800000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,1.800000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,1.800000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,7.200000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,7.200000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,7.200000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,7.200000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,7.200000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.820000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.820000000000000000e+02,nan
2.000000000000000000e+00,1.820000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+00,1.820000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,1.820000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.150000000000000000e+02,-1.000000000000000000e+00
1.000000000000000000e+00,1.150000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,1.150000000000000000e+02,-1.000000000000000000e+00
3.000000000000000000e+00,1.150000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,1.150000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.400000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,3.400000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,3.400000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,3.400000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,3.400000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.640000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.640000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,1.640000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+00,1.640000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,1.640000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.010000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.010000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,1.010000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+00,1.010000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,1.010000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,8.300000000000000000e+01,nan
1.000000000000000000e+00,8.300000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,8.300000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,8.300000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,8.300000000000000000e+01,-1.000000000000000000e+00
0.000000000000000000e+00,8.100000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,8.100000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,8.100000000000000000e+01,nan
3.000000000000000000e+00,8.100000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,8.100000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.840000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.840000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,1.840000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,1.840000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,1.840000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,7.600000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,7.600000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,7.600000000000000000e+01,nan
3.000000000000000000e+00,7.600000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,7.600000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.340000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.340000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,1.340000000000000000e+02,-1.000000000000000000e+00
3.000000000000000000e+00,1.340000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,1.340000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,8.600000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,8.600000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,8.600000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,8.600000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,8.600000000000000000e+01,1.000000000000000000e+00
