,Document_starts,Text,Gold_BSC_seq_integrateIF,Gold_IBCC
50308,0,a,0,0
50309,0,alegal,0,0
50310,0,environment,0,0
50311,0,that,0,0
50312,0,wastes,0,0
50313,0,law,0,0
50314,0,enforcement,0,0
50315,0,resources,0,0
50316,0,and,0,0
50317,0,misses,0,0
50318,0,out,0,0
50319,0,on,0,0
50320,0,potential,0,0
50321,0,tax,0,0
50322,0,revenues,0,0
50323,0,.,1,1
50324,1,Human,1,1
50325,0,Cloning,1,1
50326,0,-,1,1
50327,0,Much,1,1
50328,0,of,1,1
50329,0,the,1,1
50330,0,research,1,1
50331,0,about,1,1
50332,0,human,1,1
50333,0,cloning,1,1
50334,0,is,1,1
50335,0,centered,1,1
50336,0,on,1,1
50337,0,the,1,1
50338,0,ability,1,1
50339,0,of,1,1
50340,0,stem,1,1
50341,0,cells,1,1
50342,0,to,1,1
50343,0,produce,1,1
50344,0,tissues,1,1
50345,0,to,1,1
50346,0,be,1,1
50347,0,used,1,1
50348,0,for,1,1
50349,0,medical,1,1
50350,0,treatment,1,1
50351,0,.,1,1
50352,1,Some,1,1
50353,0,experts,1,1
50354,0,say,1,1
50355,0,even,3,3
50356,0,if,4,4
50357,0,you,4,4
50358,0,own,4,4
50359,0,a,4,4
50360,0,gun,4,4
50361,0,it,4,4
50362,0,is,4,4
50363,0,not,4,4
50364,0,possible,4,4
50365,0,to,4,4
50366,0,reduce,4,4
50367,0,violence,4,4
50368,0,all,4,4
50369,0,the,4,4
50370,0,time,4,4
50371,0,.,1,1
50372,1,Who,1,1
50373,0,are,1,1
50374,0,the,1,1
50375,0,nearly,1,1
50376,0,one,1,1
50377,0,million,1,1
50378,0,American,1,1
50379,0,minimum,1,1
50380,0,wage,1,1
50381,0,earners,1,1
50382,0,who,1,1
50383,0,will,1,1
50384,0,benefit,1,1
50385,0,from,1,1
50386,0,these,1,1
50387,0,increases,1,1
50388,0,?,1,1
50389,1,It,1,1
50390,0,can,1,1
50391,0,be,1,1
50392,0,done,1,1
50393,0,early,1,1
50394,0,a,1,1
50395,0,women,1,1
50396,0,can,1,1
50397,0,begin,1,1
50398,0,treatment,1,1
50399,0,as,1,1
50400,0,soon,1,1
50401,0,as,1,1
50402,0,they,1,1
50403,0,know,1,1
50404,0,they,1,1
50405,0,are,1,1
50406,0,pregnant,1,1
50407,0,.,1,1
50408,1,Thus,1,1
50409,0,",",1,1
50410,0,higher,2,2
50411,0,minimum,0,0
50412,0,wages,0,0
50413,0,might,0,0
50414,0,offer,0,0
50415,0,modest,0,0
50416,0,gains,0,0
50417,0,to,0,0
50418,0,the,0,0
50419,0,substantial,0,0
50420,0,number,0,0
50421,0,of,0,0
50422,0,low,0,0
50423,0,-,0,0
50424,0,skilled,0,0
50425,0,workers,0,0
50426,0,who,0,0
50427,0,get,0,0
50428,0,jobs,0,0
50429,0,",",3,1
50430,0,but,4,1
50431,0,impose,4,3
50432,0,substantial,4,4
50433,0,economic,4,4
50434,0,injury,4,4
50435,0,on,4,4
50436,0,those,4,4
50437,0,who,4,4
50438,0,can't,1,4
50439,0,.,1,1
50440,1,It,1,1
50441,0,shows,1,1
50442,0,that,1,1
50443,0,in,1,1
50444,0,recent,1,1
50445,0,years,1,1
50446,0,",",1,1
50447,0,an,1,1
50448,0,average,1,1
50449,0,of,1,1
50450,0,two,1,1
50451,0,countries,1,1
50452,0,a,1,1
50453,0,year,1,1
50454,0,have,1,1
50455,0,abolished,1,1
50456,0,the,1,1
50457,0,death,1,1
50458,0,penalty,1,1
50459,0,in,1,1
50460,0,law,1,1
50461,0,or,1,1
50462,0,",",1,1
50463,0,having,1,1
50464,0,done,1,1
50465,0,so,1,1
50466,0,for,1,1
50467,0,ordinary,1,1
50468,0,offences,1,1
50469,0,",",1,1
50470,0,have,1,1
50471,0,gone,1,1
50472,0,on,1,1
50473,0,to,1,1
50474,0,abolish,1,1
50475,0,it,1,1
50476,0,for,1,1
50477,0,all,1,1
50478,0,offences,1,1
50479,0,.,1,1
50480,1,Scientists,2,2
50481,0,and,0,0
50482,0,engineers,0,0
50483,0,have,0,0
50484,0,found,0,0
50485,0,many,0,0
50486,0,uses,0,0
50487,0,for,0,0
50488,0,this,0,0
50489,0,energy,0,0
50490,0,",",0,0
50491,0,including,0,0
50492,0,the,0,0
50493,0,production,0,0
50494,0,of,0,0
50495,0,electric,0,0
50496,0,energy,0,0
50497,0,and,0,0
50498,0,the,0,0
50499,0,explosion,0,0
50500,0,of,0,0
50501,0,nuclear,0,0
50502,0,weapons,0,0
50503,0,.,1,1
50504,1,A,1,1
50505,0,The,1,1
50506,0,Illinois,1,1
50507,0,legislator,1,1
50508,0,attempted,1,1
50509,0,to,1,1
50510,0,"""fix""",1,1
50511,0,the,1,1
50512,0,system,1,1
50513,0,by,1,1
50514,0,putting,1,1
50515,0,in,1,1
50516,0,far,1,1
50517,0,more,1,1
50518,0,safeguards,1,1
50519,0,against,1,1
50520,0,accidental,1,1
50521,0,execution,1,1
50522,0,of,1,1
50523,0,the,1,1
50524,0,innocent,1,1
50525,0,.,1,1
50526,1,In,1,1
50527,0,our,1,1
50528,0,modern,1,1
50529,0,world,1,1
50530,0,",",1,1
50531,0,kids,1,2
50532,0,have,1,0
50533,0,become,1,0
50534,0,much,1,0
50535,0,more,1,0
50536,0,concerned,1,0
50537,0,with,1,0
50538,0,their,1,0
50539,0,clothes,1,0
50540,0,.,1,1
50541,1,Most,1,1
50542,0,likely,1,1
50543,0,therefore,1,1
50544,0,",",1,1
50545,0,you,1,1
50546,0,will,1,1
50547,0,not,1,1
50548,0,find,1,1
50549,0,the,1,1
50550,0,clone,1,1
50551,0,as,1,1
50552,0,part,1,1
50553,0,of,1,1
50554,0,a,1,1
50555,0,characterized,1,1
50556,0,subset,1,1
50557,0,.,1,1
50558,1,If,2,2
50559,0,we,0,0
50560,0,fail,0,0
50561,0,to,0,0
50562,0,execute,0,0
50563,0,murderers,0,0
50564,0,",",0,0
50565,0,and,0,0
50566,0,doing,0,0
50567,0,so,0,0
50568,0,would,0,0
50569,0,in,0,0
50570,0,fact,0,0
50571,0,have,0,0
50572,0,deterred,0,0
50573,0,other,0,0
50574,0,murders,0,0
50575,0,",",0,0
50576,0,we,0,0
50577,0,have,0,0
50578,0,allowed,0,0
50579,0,the,0,0
50580,0,killing,0,0
50581,0,of,0,0
50582,0,a,0,0
50583,0,bunch,0,0
50584,0,of,0,0
50585,0,innocent,0,0
50586,0,victims,0,0
50587,0,.,1,1
50588,1,Finding,1,1
50589,0,reliable,1,1
50590,0,sources,1,1
50591,0,that,1,1
50592,0,are,1,1
50593,0,credible,1,1
50594,0,and,1,1
50595,0,current,1,1
50596,0,is,1,1
50597,0,a,1,1
50598,0,major,1,1
50599,0,task,1,1
50600,0,for,1,1
50601,0,college,1,1
50602,0,pupils,1,1
50603,0,.,1,1
50604,1,For,2,1
50605,0,those,0,3
50606,0,who,0,4
50607,0,canat,0,4
50608,0,afford,0,4
50609,0,to,0,4
50610,0,pay,0,4
50611,0,for,0,4
50612,0,the,0,4
50613,0,service,0,4
50614,0,",",0,4
50615,0,they,0,2
50616,0,will,0,0
50617,0,turn,0,0
50618,0,to,0,0
50619,0,cheaper,0,0
50620,0,alternatives,0,0
50621,0,such,0,0
50622,0,as,0,0
50623,0,traditional,0,0
50624,0,methods,0,0
50625,0,or,0,0
50626,0,seek,0,0
50627,0,illegitimate,0,0
50628,0,abortion,0,0
50629,0,services,0,0
50630,0,that,0,0
50631,0,are,0,0
50632,0,harmful,0,0
50633,0,which,1,1
50634,0,are,1,1
50635,0,usually,1,1
50636,0,available,1,1
50637,0,at,1,1
50638,0,a,1,1
50639,0,lower,1,1
50640,0,cost,1,1
50641,0,.,1,1
50642,1,Powering,1,1
50643,0,the,1,1
50644,0,future,1,1
50645,0,of,1,1
50646,0,the,1,1
50647,0,UAE,1,1
50648,0,through,1,1
50649,0,safe,1,2
50650,0,",",1,0
50651,0,clean,1,0
50652,0,and,1,0
50653,0,efficient,1,0
50654,0,nuclear,1,0
50655,0,energy,1,0
50656,1,But,1,1
50657,0,gun,1,1
50658,0,crime,1,1
50659,0,statistics,1,1
50660,0,show,1,1
50661,0,that,1,1
50662,0,there,1,1
50663,0,is,1,1
50664,0,not,1,1
50665,0,only,1,1
50666,0,no,1,1
50667,0,evidence,1,1
50668,0,for,1,1
50669,0,this,1,1
50670,0,perverse,1,1
50671,0,logic,1,1
50672,0,but,1,1
50673,0,that,1,1
50674,0,the,1,1
50675,0,evidence,1,1
50676,0,supports,1,1
50677,0,the,1,1
50678,0,opposite,1,1
50679,0,viewpoint,1,1
50680,0,as,1,1
50681,0,well,1,1
50682,0,.,1,1
50683,1,Security,2,2
50684,0,and,0,0
50685,0,community,0,0
50686,0,safety,0,0
50687,0,is,0,0
50688,0,improved,0,0
50689,0,by,0,0
50690,0,the,0,0
50691,0,ability,0,0
50692,0,to,0,0
50693,0,identify,0,0
50694,0,non,0,0
50695,0,-,0,0
50696,0,students,0,0
50697,0,entering,0,0
50698,0,the,0,0
50699,0,campus,0,0
50700,0,and,0,0
50701,0,in,0,0
50702,0,the,0,0
50703,0,neighborhoods,0,0
50704,0,.,1,1
50705,1,If,1,1
50706,0,only,1,1
50707,0,gun,1,1
50708,0,death,1,1
50709,0,statistics,1,1
50710,0,had,1,1
50711,0,been,1,1
50712,0,given,1,1
50713,0,the,1,1
50714,0,seriousness,1,1
50715,0,they,1,1
50716,0,deserved,1,1
50717,0,",",1,1
50718,0,the,1,1
50719,0,gun,1,1
50720,0,control,1,1
50721,0,debate,1,1
50722,0,would,1,1
50723,0,long,1,1
50724,0,have,1,1
50725,0,been,1,1
50726,0,settled,1,1
50727,0,in,1,1
50728,0,favor,1,1
50729,0,of,1,1
50730,0,making,1,1
50731,0,the,1,1
50732,0,gun,1,1
50733,0,control,1,1
50734,0,laws,1,1
50735,0,tighter,1,1
50736,0,.,1,1
50737,1,Opponents,1,1
50738,0,of,1,1
50739,0,gun,1,1
50740,0,control,1,1
50741,0,argue,1,1
50742,0,that,1,1
50743,0,gun,3,3
50744,0,owners,4,4
50745,0,often,4,4
50746,0,use,4,4
50747,0,their,4,4
50748,0,weapons,4,4
50749,0,to,4,4
50750,0,deter,4,4
50751,0,crime,4,4
50752,0,and,4,4
50753,0,that,4,4
50754,0,handguns,4,4
50755,0,are,4,4
50756,0,most,4,4
50757,0,commonly,4,4
50758,0,used,4,4
50759,0,for,4,4
50760,0,this,4,4
50761,0,purpose,4,4
50762,0,.,1,1
50763,1,Help,1,1
50764,0,others,1,1
50765,0,defend,1,1
50766,0,their,1,1
50767,0,natural,1,1
50768,0,human,1,1
50769,0,rights,1,1
50770,0,",",1,1
50771,0,even,1,1
50772,0,when,1,1
50773,0,none,1,1
50774,0,of,1,1
50775,0,yours,1,1
50776,0,are,1,1
50777,0,at,1,1
50778,0,risk,1,1
50779,0,.,1,1
50780,1,At,1,1
50781,0,least,1,1
50782,0,two,1,1
50783,0,medical,1,1
50784,0,marijuana,1,1
50785,0,companies,1,1
50786,0,have,1,1
50787,0,filed,1,1
50788,0,lawsuits,1,1
50789,0,against,1,1
50790,0,the,1,1
50791,0,state's,1,1
50792,0,application,1,1
50793,0,process,1,1
50794,0,for,1,1
50795,0,licensing,1,1
50796,0,after,1,1
50797,0,their,1,1
50798,0,applications,1,1
50799,0,were,1,1
50800,0,denied,1,1
50801,0,in,1,1
50802,0,early,1,1
50803,0,2014,1,1
50804,0,.,1,1
50805,1,It,2,2
50806,0,supposedly,0,0
50807,0,presents,0,0
50808,0,discipline,0,0
50809,0,",",0,0
50810,0,equality,0,0
50811,0,",",0,0
50812,0,and,0,0
50813,0,prevents,0,0
50814,0,further,0,0
50815,0,distractions,0,0
50816,0,.,1,1
50817,1,A,1,1
50818,0,aRight,1,1
50819,0,now,1,1
50820,0,the,1,1
50821,0,death,1,2
50822,0,penalty,2,0
50823,0,is,0,0
50824,0,really,0,0
50825,0,the,0,0
50826,0,only,0,0
50827,0,alternative,0,0
50828,0,to,0,0
50829,0,those,0,0
50830,0,who,0,0
50831,0,have,0,0
50832,0,committed,0,0
50833,0,some,0,0
50834,0,of,0,0
50835,0,the,0,0
50836,0,worst,0,0
50837,0,crimes,0,0
50838,0,in,0,0
50839,0,our,1,0
50840,0,society,1,0
50841,0,.,1,1
50842,1,For,1,1
50843,0,example,1,1
50844,0,",",1,1
50845,0,continued,1,1
50846,0,Amtrak,1,1
50847,0,funding,1,1
50848,0,was,1,1
50849,0,conditioned,1,1
50850,0,on,1,1
50851,0,a,1,1
50852,0,provision,1,1
50853,0,allowing,1,1
50854,0,guns,1,1
50855,0,to,1,1
50856,0,be,1,1
50857,0,in,1,1
50858,0,checked,1,1
50859,0,luggage,1,1
50860,0,.,1,1
50861,1,It,1,1
50862,0,is,1,1
50863,0,not,1,1
50864,0,doubtful,1,1
50865,0,that,1,1
50866,0,there,3,3
50867,0,are,4,4
50868,0,some,4,4
50869,0,disadvantages,4,4
50870,0,for,4,4
50871,0,all,4,4
50872,0,students,4,4
50873,0,to,4,4
50874,0,wear,4,4
50875,0,school,4,4
50876,0,uniforms,4,4
50877,0,.,1,1
50878,1,they,1,1
50879,0,can,1,1
50880,0,enforce,1,1
50881,0,any,1,1
50882,0,policies,1,1
50883,0,they,1,1
50884,0,want,1,1
50885,0,so,1,1
50886,0,long,1,1
50887,0,as,1,1
50888,0,those,1,1
50889,0,they,1,1
50890,0,are,1,1
50891,0,hired,1,1
50892,0,by,1,1
50893,0,(,1,1
50894,0,parents,1,1
50895,0,),1,1
50896,0,don,1,1
50897,0,',1,1
50898,1,The,1,1
50899,0,resolution,1,1
50900,0,calls,1,1
50901,0,on,1,1
50902,0,countries,1,1
50903,0,which,1,1
50904,0,have,1,1
50905,0,not,1,1
50906,0,abolished,1,1
50907,0,the,1,1
50908,0,death,1,1
50909,0,penalty,1,1
50910,0,to,1,1
50911,0,restrict,1,1
50912,0,its,1,1
50913,0,use,1,1
50914,0,of,1,1
50915,0,the,1,1
50916,0,death,1,1
50917,0,penalty,1,1
50918,0,",",1,1
50919,0,including,1,1
50920,0,not,1,1
50921,0,imposing,1,1
50922,0,it,1,1
50923,0,on,1,1
50924,0,juvenile,1,1
50925,0,offenders,1,1
50926,0,and,1,1
50927,0,limiting,1,1
50928,0,the,1,1
50929,0,number,1,1
50930,0,of,1,1
50931,0,offenses,1,1
50932,0,for,1,1
50933,0,which,1,1
50934,0,it,1,1
50935,0,can,1,1
50936,0,be,1,1
50937,0,imposed,1,1
50938,0,.,1,1
50939,1,In,1,1
50940,0,fact,1,1
50941,0,",",1,1
50942,0,there,3,3
50943,0,is,4,4
50944,0,also,4,4
50945,0,leakage,4,4
50946,0,of,4,4
50947,0,radiaoactive,4,4
50948,0,waste,4,4
50949,0,as,4,4
50950,0,it,4,4
50951,0,is,4,4
50952,0,dumped,4,4
50953,0,in,4,4
50954,0,rural,4,4
50955,0,settings,4,4
50956,0,.,1,1
50957,1,In,1,1
50958,0,California,1,1
50959,0,",",1,1
50960,0,employers,1,1
50961,0,are,1,1
50962,0,required,1,1
50963,0,to,1,1
50964,0,pay,1,1
50965,0,servers,1,1
50966,0,the,1,1
50967,0,full,1,1
50968,0,minimum,1,1
50969,0,wage,1,1
50970,0,of,1,1
50971,0,$,1,1
50972,0,9,1,1
50973,0,per,1,1
50974,0,hour,1,1
50975,0,A,1,1
50976,0,before,1,1
50977,0,tips,1,1
50978,0,.,1,1
50979,1,A,1,1
50980,0,To,1,1
50981,0,help,1,1
50982,0,balance,1,1
50983,0,the,1,1
50984,0,correlation,1,1
50985,0,of,1,1
50986,0,growth,1,1
50987,0,and,1,1
50988,0,carbon,1,1
50989,0,dioxide,1,1
50990,0,emission,1,1
50991,0,",",1,1
50992,0,China,1,1
50993,0,has,1,1
50994,0,agreed,1,1
50995,0,to,1,1
50996,0,reduce,1,1
50997,0,its,1,1
50998,0,emissions,1,1
50999,0,based,1,1
51000,0,on,1,1
51001,0,GDP,1,1
51002,0,output,1,1
51003,0,through,1,1
51004,0,the,1,1
51005,0,use,1,1
51006,0,of,1,1
51007,0,alternative,1,1
51008,0,energy,1,1
51009,0,sources,1,1
51010,0,.,1,1
51011,1,There,1,1
51012,0,are,1,1
51013,0,many,1,1
51014,0,strong,1,1
51015,0,arguments,1,1
51016,0,both,1,1
51017,0,for,1,1
51018,0,and,1,1
51019,0,against,1,1
51020,0,the,1,1
51021,0,right,1,1
51022,0,to,1,1
51023,0,have,1,1
51024,0,an,1,1
51025,0,abortion,1,1
51026,0,which,1,1
51027,0,are,1,1
51028,0,so,1,1
51029,0,complicated,1,1
51030,0,that,1,1
51031,0,it,1,1
51032,0,becomes,1,1
51033,0,impossible,1,1
51034,0,to,1,1
51035,0,resolve,1,1
51036,0,.,1,1
51037,1,Marijuana,1,1
51038,0,dispensaries,1,1
51039,0,often,1,1
51040,0,sell,1,1
51041,0,hydroponic,1,1
51042,0,marijuana,1,1
51043,0,seeds,1,1
51044,0,through,1,1
51045,0,mail,1,1
51046,0,order,1,1
51047,0,",",1,1
51048,0,which,1,1
51049,0,can,1,1
51050,0,be,1,1
51051,0,grown,1,1
51052,0,in,1,1
51053,0,nutrient,1,1
51054,0,solution,1,1
51055,0,",",1,1
51056,0,with,1,1
51057,0,or,1,1
51058,0,without,1,1
51059,0,soil,1,1
51060,0,.,1,1
51061,1,For,1,1
51062,0,a,1,1
51063,0,minimum,1,1
51064,0,wage,1,1
51065,0,worker,1,1
51066,0,supporting,1,1
51067,0,a,1,1
51068,0,family,1,1
51069,0,of,1,1
51070,0,three,1,1
51071,0,",",1,1
51072,0,the,2,2
51073,0,earned,0,0
51074,0,income,0,0
51075,0,tax,0,0
51076,0,credit,0,0
51077,0,(,0,0
51078,0,EITC,0,0
51079,0,),0,0
51080,0,and,0,0
51081,0,assistance,0,0
51082,0,programs,0,0
51083,0,",",0,0
51084,0,all,0,0
51085,0,designed,0,0
51086,0,to,0,0
51087,0,help,0,0
51088,0,low,0,0
51089,0,-,0,0
51090,0,wage,0,0
51091,0,workers,1,0
51092,0,",",1,0
51093,0,still,1,0
51094,0,do,1,0
51095,0,not,1,0
51096,0,raise,1,0
51097,0,the,1,0
51098,0,family,1,0
51099,0,above,1,0
51100,0,the,1,0
51101,0,poverty,1,0
51102,0,line,1,0
51103,0,.,1,1
51104,1,I,1,1
51105,0,suspect,1,1
51106,0,that,1,1
51107,0,non,2,2
51108,0,school,0,0
51109,0,uniform,0,0
51110,0,days,0,0
51111,0,add,0,0
51112,0,considerably,0,0
51113,0,to,0,0
51114,0,the,0,0
51115,0,pressure,0,0
51116,0,as,0,0
51117,0,it,0,0
51118,0,creates,0,0
51119,0,a,0,0
51120,0,sense,0,0
51121,0,of,0,0
51122,0,occasion,0,0
51123,0,.,1,1
51124,1,Mothers,3,3
51125,0,that,4,4
51126,0,are,4,4
51127,0,forced,4,4
51128,0,to,4,4
51129,0,flower,4,4
51130,0,and,4,4
51131,0,revert,4,4
51132,0,back,4,4
51133,0,to,4,4
51134,0,vegetative,4,4
51135,0,growth,4,4
51136,0,not,4,4
51137,0,only,4,4
51138,0,yield,4,4
51139,0,less,4,4
51140,0,",",4,4
51141,0,they,4,4
51142,0,are,4,4
51143,0,stressed,4,4
51144,0,and,4,4
51145,0,confused,4,4
51146,0,.,1,1
51147,1,has,1,1
51148,0,anyone,1,1
51149,0,has,1,1
51150,0,a,1,1
51151,0,medical,1,1
51152,0,Termination,1,1
51153,0,through,1,1
51154,0,the,1,1
51155,0,BPAS,1,1
51156,0,-,1,1
51157,0,NetmumsThe,1,1
51158,0,pill,1,1
51159,0,as,1,1
51160,0,I,1,1
51161,0,think,1,1
51162,0,I,1,1
51163,0,will,1,1
51164,0,be,1,1
51165,0,able,1,1
51166,0,to,1,1
51167,0,handle,1,1
51168,0,',1,1
51169,0,miscarriage,1,1
51170,0,symptoms,1,1
51171,0,',1,1
51172,0,.,1,1
51173,0,.,1,1
51174,0,.,1,1
51175,1,Further,1,1
51176,0,",",1,1
51177,0,the,3,3
51178,0,death,4,4
51179,0,penalty,4,4
51180,0,is,4,4
51181,0,not,4,4
51182,0,necessary,4,4
51183,0,to,4,4
51184,0,achieve,4,4
51185,0,the,4,4
51186,0,benefit,4,4
51187,0,of,4,4
51188,0,protecting,4,4
51189,0,the,4,4
51190,0,public,4,4
51191,0,from,4,4
51192,0,murderers,4,4
51193,0,who,4,4
51194,0,may,4,4
51195,0,strike,4,4
51196,0,again,4,4
51197,0,.,1,1
51198,1,Jones,1,1
51199,0,and,1,1
51200,0,Jerman,1,1
51201,0,note,1,1
51202,0,that,1,1
51203,0,while,1,1
51204,0,the,1,1
51205,0,drop,1,1
51206,0,in,1,1
51207,0,abortion,1,1
51208,0,providers,1,1
51209,0,and,1,1
51210,0,facilities--4,1,1
51211,0,percent,1,1
51212,0,and,1,1
51213,0,1,1,1
51214,0,percent,1,1
51215,0,",",1,1
51216,0,respectively--may,1,1
51217,0,seem,1,1
51218,0,negligible,1,1
51219,0,",",1,1
51220,0,the,1,1
51221,0,caseloads,1,1
51222,0,of,1,1
51223,0,different,1,1
51224,0,facilities,1,1
51225,0,can,1,1
51226,0,vary,1,1
51227,0,widely,1,1
51228,0,.,1,1
51229,1,An,1,1
51230,0,analysis,1,1
51231,0,of,1,1
51232,0,death,1,1
51233,0,penalty,1,1
51234,0,cases,1,1
51235,0,in,1,1
51236,0,India,1,1
51237,0,from,1,1
51238,0,1950,1,1
51239,0,-,1,1
51240,0,2006,1,1
51241,0,by,1,1
51242,0,Amnesty,1,1
51243,0,International,1,1
51244,0,confirms,1,1
51245,0,that,1,1
51246,0,administering,3,3
51247,0,the,4,4
51248,0,death,4,4
51249,0,penalty,4,4
51250,0,has,4,4
51251,0,been,4,4
51252,0,an,4,4
51253,0,arbitrary,4,4
51254,0,exercise,4,4
51255,0,.,1,1
51256,1,He,1,1
51257,0,added,1,1
51258,0,",",1,1
51259,0,"""",1,1
51260,0,If,1,1
51261,0,the,1,1
51262,0,data,1,1
51263,0,shows,1,1
51264,0,that,1,1
51265,0,it,1,1
51266,0,(,1,1
51267,0,student,1,1
51268,0,uniforms,1,1
51269,0,),1,1
51270,0,will,1,1
51271,0,help,1,1
51272,0,us,1,1
51273,0,",",1,1
51274,0,we,1,1
51275,0,need,1,1
51276,0,to,1,1
51277,0,look,1,1
51278,0,it,1,1
51279,0,.,1,1
51280,0,"""",1,1
51281,1,When,1,1
51282,0,we,1,1
51283,0,think,1,1
51284,0,of,1,1
51285,0,medical,1,1
51286,0,technology,1,1
51287,0,",",1,1
51288,0,thoughts,1,1
51289,0,of,1,1
51290,0,saving,1,1
51291,0,lives,1,1
51292,0,come,1,1
51293,0,to,1,1
51294,0,mind,1,1
51295,0,",",1,1
51296,0,critically,1,1
51297,0,injured,1,1
51298,0,patients,1,1
51299,0,being,1,1
51300,0,rescued,1,1
51301,0,from,1,1
51302,0,almost,1,1
51303,0,imminent,1,1
51304,0,death,1,1
51305,0,.,1,1
51306,1,The,1,1
51307,0,very,1,1
51308,0,small,1,1
51309,0,group,1,1
51310,0,of,1,1
51311,0,American,1,1
51312,0,women,1,1
51313,0,who,1,1
51314,0,are,1,1
51315,0,at,1,1
51316,0,risk,1,1
51317,0,of,1,1
51318,0,experiencing,1,1
51319,0,an,1,1
51320,0,unintended,1,1
51321,0,pregnancy,1,1
51322,0,but,1,1
51323,0,are,1,1
51324,0,not,1,1
51325,0,using,1,1
51326,0,contraceptives,1,1
51327,0,account,1,1
51328,0,for,1,1
51329,0,almost,1,1
51330,0,half,1,1
51331,0,of,1,1
51332,0,all,1,1
51333,0,abortions,1,1
51334,0,.,1,1
51335,1,Thus,1,1
51336,0,",",1,1
51337,0,all,1,1
51338,0,Americans,1,1
51339,0,are,1,1
51340,0,forced,1,1
51341,0,to,1,1
51342,0,purchase,1,1
51343,0,health,1,1
51344,0,insurance,1,1
51345,0,that,1,1
51346,0,could,1,1
51347,0,cover,1,1
51348,0,abortion,1,1
51349,0,and,1,1
51350,0,in,1,1
51351,0,some,1,1
51352,0,cases,1,1
51353,0,is,1,1
51354,0,required,1,1
51355,0,to,1,1
51356,0,cover,1,1
51357,0,abortion,1,1
51358,0,.,1,1
51359,1,The,1,1
51360,0,author,1,1
51361,0,argues,1,1
51362,0,that,1,1
51363,0,self,1,1
51364,0,-,1,1
51365,0,administration,1,1
51366,0,of,1,1
51367,0,misoprostol,1,1
51368,0,for,1,1
51369,0,termination,1,1
51370,0,of,1,1
51371,0,a,1,1
51372,0,pregnancy,1,1
51373,0,is,1,1
51374,0,an,1,1
51375,0,effective,1,1
51376,0,harm,1,1
51377,0,reduction,1,1
51378,0,strategy,1,1
51379,0,to,1,1
51380,0,reduce,1,1
51381,0,the,1,1
51382,0,complications,1,1
51383,0,related,1,1
51384,0,to,1,1
51385,0,unsafe,1,1
51386,0,abortion,1,1
51387,0,.,1,1
51388,1,However,1,1
51389,0,",",1,1
51390,0,the,3,3
51391,0,smoke,4,4
51392,0,from,4,4
51393,0,burning,4,4
51394,0,marijuana,4,4
51395,0,has,4,4
51396,0,potentially,4,4
51397,0,carcinogenic,4,4
51398,0,chemicals,4,4
51399,0,",",1,1
51400,0,similar,1,1
51401,0,to,1,1
51402,0,some,1,1
51403,0,of,1,1
51404,0,those,1,1
51405,0,found,1,1
51406,0,in,1,1
51407,0,cigarette,1,1
51408,0,smoke,1,1
51409,0,.,1,1
51410,1,Maintaining,1,1
51411,0,biodiversity,1,1
51412,0,-,1,1
51413,0,endangered,2,2
51414,0,species,0,0
51415,0,could,0,0
51416,0,be,0,0
51417,0,preserved,0,0
51418,0,if,0,0
51419,0,currently,0,0
51420,0,practiced,0,0
51421,0,methods,0,0
51422,0,fail,0,0
51423,0,.,1,1
51424,1,the,1,1
51425,0,user,1,1
51426,0,must,1,1
51427,0,divide,1,1
51428,0,their,1,1
51429,0,chakra,1,1
51430,0,among,1,1
51431,0,the,1,1
51432,0,clones,1,1
51433,0,",",1,1
51434,0,potentially,1,1
51435,0,using,1,1
51436,0,up,1,1
51437,0,all,1,1
51438,0,their,1,1
51439,0,chakra,1,1
51440,0,fairly,1,1
51441,0,quickly,1,1
51442,0,if,1,1
51443,0,the,1,1
51444,0,user,1,1
51445,0,is,1,1
51446,0,low,1,1
51447,0,on,1,1
51448,0,chakra,1,1
51449,0,",",1,1
51450,0,or,1,1
51451,0,makes,1,1
51452,0,too,1,1
51453,0,many,1,1
51454,0,clones,1,1
51455,0,.,1,1
51456,1,Most,1,1
51457,0,restaurants,1,1
51458,0,",",1,1
51459,0,for,1,1
51460,0,example,1,1
51461,0,",",1,1
51462,0,are,1,1
51463,0,dependent,1,1
51464,0,on,1,1
51465,0,having,1,1
51466,0,a,1,1
51467,0,convenient,1,1
51468,0,",",1,1
51469,0,high,1,1
51470,0,-,1,1
51471,0,traffic,1,1
51472,0,location,1,1
51473,0,",",1,1
51474,0,and,1,1
51475,0,would,1,1
51476,0,lose,1,1
51477,0,the,1,1
51478,0,vast,1,1
51479,0,majority,1,1
51480,0,of,1,1
51481,0,their,1,1
51482,0,customers,1,1
51483,0,if,1,1
51484,0,they,1,1
51485,0,were,1,1
51486,0,to,1,1
51487,0,relocate,1,1
51488,0,outside,1,1
51489,0,San,1,1
51490,0,Francisco,1,1
51491,0,.,1,1
51492,1,With,1,1
51493,0,students,1,1
51494,0,having,1,1
51495,0,this,1,1
51496,0,privilege,1,1
51497,0,taken,1,1
51498,0,away,1,1
51499,0,",",1,1
51500,0,it,3,3
51501,0,becomes,4,4
51502,0,hard,4,4
51503,0,for,4,4
51504,0,kids,4,4
51505,0,to,4,4
51506,0,feel,4,4
51507,0,like,4,4
51508,0,themselves,4,4
51509,0,in,4,4
